Doc_ID,Line_Length,Line_Words,Number_of_Lines,Inline_space_tab,Indent_space_tab,number_of_spaces,number_of_underscores,identifiers_with_underscore,Number_of_Identifiers,Number_of_keywords,Programmer
Doc_102,"(LL_27, 2), (LL_18, 1), (LL_24, 1), (LL_23, 1), (LL_25, 2), (LL_1, 2), (LL_22, 1), (LL_5, 1), (LL_10, 1)","(LW_5, 2), (LW_2, 3), (LW_4, 1), (LW_3, 2), (LW_0, 3), (LW_1, 1)",12,"(IS_2, 3), (IS_7, 2), (IS_4, 1), (IS_3, 2), (IS_0, 1)","(IN_0, 3), (IN_4, 6)",58,2,"(sum_diff, 2)","(3, 2), (0, 2), (sum_diff, 2), (carry, 2), (A, 3), (B, 1), (select, 1)","(module, 1), (output, 2), (input, 2), (assign, 2), (endmodule, 1)",Prog_8
Doc_103,"(LL_28, 1), (LL_31, 1), (LL_15, 1), (LL_14, 1), (LL_59, 1), (LL_26, 1), (LL_17, 3), (LL_19, 1), (LL_24, 1), (LL_21, 1), (LL_18, 1), (LL_23, 1), (LL_10, 1)","(LW_5, 7), (LW_7, 3), (LW_3, 1), (LW_4, 1), (LW_15, 1), (LW_6, 1), (LW_1, 1)",15,"(IS_2, 1), (IS_5, 1), (IS_0, 13), (IT_0, 2), (IT_1, 9), (IT_2, 1), (IT_3, 3) ","(IN_0, 3), (IN_1, 12)",39,2,"(Circuit_1, 2)","(A, 6), (B, 6), (C, 6), (F1, 3), (F2, 4), (T1, 3), (T2, 3), (T3, 3), (T4, 4), (T5, 3), (T6, 3), (T7, 4), (G1, 1), (G2, 1), (G3, 1), (G4, 1), (G5, 1), (R1, 1), (R2, 1), (R3, 1), (N1, 1)","(module, 1), (output, 1), (input, 1), (wire, 1), (and, 5), (or, 3), (not, 1), (endmodule, 1)",Prog_9
Doc_104,"(LL_28, 1), (LL_52, 1), (LL_29, 1), (LL_19, 1), (LL_25, 1), (LL_37, 1), (LL_27, 1), (LL_44, 1), (LL_77, 1), (LL_54, 1), (LL_10, 1)","(LW_5, 2), (LW_9, 1), (LW_4, 1), (LW_6, 2), (LW_7, 2), (LW_11, 1), (LW_8, 1), (LW_1, 1)",11,"(IS_2, 3), (IS_7, 1), (IS_3, 1), (IS_8, 1), (IS_6, 2), (IS_17, 1), (IS_11, 1), (IS_0, 1), (IT_0, 4), (IT_1, 4), (IT_2, 2)","(IN_0, 3), (IN_1, 8)",80,14,"(Circuit_2, 2), (Out_1, 4), (Out_2, 4), (Out_3, 4)","(Out_1, 4), (Out_2, 4), (Out_3, 4), (A, 7), (B, 10), (C, 14), (D, 10), (BCD, 1), (CD, 1), (AB, 1)","(module, 1), (output, 1), (input, 1), (assign, 3), (endmodule, 1)",Prog_9
Doc_105,"(LL_28, 1), (LL_52, 1), (LL_29, 1), (LL_19, 1), (LL_44, 1), (LL_75, 1), (LL_54, 1), (LL_10, 1)","(LW_5, 2), (LW_9, 1), (LW_4, 1), (LW_7, 1), (LW_11, 1), (LW_8, 1), (LW_1, 1)",8,"(IS_2, 2), (IS_7, 1), (IS_3, 1), (IS_8, 1), (IS_6, 1), (IS_15, 1), (IS_11, 1), (IS_0, 1), (IT_0, 2), (IT_1, 4), (IT_2, 2)","(IN_0, 3), (IN_1, 5)",69,11,"(Circuit_2, 2), (Out_1, 3), (Out_2, 3), (Out_3, 3)","(Out_1, 3), (Out_2, 3), (Out_3, 3), (A, 5), (B, 7), (C, 9), (D, 7)","(module, 1), (output, 1), (input, 1), (assign, 3), (endmodule, 1)",Prog_9
Doc_106,"(LL_28, 1), (LL_52, 1), (LL_29, 1), (LL_19, 1), (LL_45, 1), (LL_76, 1), (LL_55, 1), (LL_10, 1)","(LW_5, 2), (LW_9, 1), (LW_4, 1), (LW_7, 1), (LW_11, 1), (LW_8, 1), (LW_1, 1)",8,"(IS_2, 2), (IS_7, 1), (IS_3, 1), (IS_8, 1), (IS_6, 1), (IS_15, 1), (IS_11, 1), (IS_0, 1), (IT_0, 2), (IT_1, 4), (IT_2, 2)","(IN_0, 3), (IN_1, 5)",69,11,"(Circuit_2, 2), (Out_1, 3), (Out_2, 3), (Out_3, 3)","(Out_1, 3), (Out_2, 3), (Out_3, 3), (A, 5), (B, 7), (C, 9), (D, 7)","(module, 1), (output, 1), (input, 1), (assign, 3), (endmodule, 1)",Prog_9
Doc_107,"(LL_33, 1), (LL_42, 1), (LL_11, 1), (LL_16, 1), (LL_1, 1), (LL_7, 1), (LL_15, 1), (LL_13, 17), (LL_10, 1)","(LW_5, 20), (LW_7, 1), (LW_2, 1), (LW_0, 1), (LW_1, 3)",25,"(IS_2, 1), (IS_6, 1), (IS_0, 22), (IS_0, 5), (IT_1, 2), (IT_6, 1), (IT_5, 16)","(IN_0, 4), (IN_1, 20)",116,4,"(UDP_Majority_4, 2)","(z, 3), (a, 3), (b, 3), (c, 3), (d, 3), (0, 43), (1, 37)","(primitive, 1), (output, 1), (input, 1), (table, 1), (endtable, 1), (endprimitive, 1)",Prog_9
Doc_108,"(LL_33, 1), (LL_42, 1), (LL_11, 1), (LL_16, 1), (LL_2, 1), (LL_7, 1), (LL_15, 1), (LL_14, 16), (LL_10, 1), (LL_13, 1), (LL_1, 1)","(LW_5, 19), (LW_7, 1), (LW_2, 1), (LW_0, 2), (LW_1, 3)",26,"(IS_2, 1), (IS_6, 1), (IS_0, 22), (IS_0, 5), (IT_1, 2), (IT_6, 1), (IT_5, 16)","(IN_0, 4), (IN_1, 20)",117,4,"(UDP_Majority_4, 2)","(z, 3), (a, 3), (b, 3), (c, 3), (d, 3), (0, 43), (1, 37)","(primitive, 1), (output, 1), (input, 1), (table, 1), (endtable, 1), (endprimitive, 1)",Prog_9
Doc_109,"(LL_27, 1), (LL_48, 1), (LL_24, 1), (LL_16, 2), (LL_18, 1), (LL_1, 1), (LL_43, 1), (LL_10, 1)","(LW_5, 2), (LW_7, 1), (LW_4, 1), (LW_2, 2), (LW_0, 1), (LW_8, 1), (LW_1, 1)",9,"(IS_2, 1), (IS_6, 1), (IS_0, 22), (IS_0, 5), (IT_1, 2), (IT_6, 1), (IT_5, 16)","(IN_0, 3), (IN_1, 5)",24,3,"(sum_diff, 3)","(sum_diff, 3), (carry, 3), (A, 4), (B, 4), (select, 3), (3, 2), (0, 2)","(module, 1), (output, 2), (input, 2), (assign, 1), (endmodule, 1)",Prog_9
Doc_110,"(LL_27, 1), (LL_48, 1), (LL_24, 1), (LL_16, 2), (LL_18, 1), (LL_1, 1), (LL_45, 1), (LL_10, 1)","(LW_5, 2), (LW_7, 1), (LW_4, 1), (LW_2, 2), (LW_0, 1), (LW_8, 1), (LW_1, 1)",9,"(IS_2, 1), (IS_6, 1), (IS_1, 2), (IS_0, 3), (IS_3, 1), (IT_0, 4), (IT_1, 2), (IT_2, 2)","(IN_0, 3), (IN_1, 5)",26,3,"(sum_diff, 3)","(sum_diff, 3), (carry, 3), (A, 4), (B, 4), (select, 3), (3, 2), (0, 2), ","(module, 1), (output, 2), (input, 2), (assign, 1), (endmodule, 1)",Prog_9
Doc_111,"(LL_27, 1), (LL_48, 1), (LL_24, 1), (LL_16, 2), (LL_18, 1), (LL_1, 1), (LL_43, 1), (LL_10, 1)","(LW_5, 2), (LW_7, 1), (LW_4, 1), (LW_2, 2), (LW_0, 1), (LW_8, 1), (LW_1, 1)",9,"(IS_2, 1), (IS_6, 1), (IS_1, 2), (IS_0, 3), (IS_5, 1), (IT_0, 4), (IT_1, 2), (IT_2, 2)","(IN_0, 3), (IN_1, 5)",24,3,"(sum_diff, 3)","(sum_diff, 3), (carry, 3), (A, 4), (B, 4), (select, 3), (3, 2), (0, 2), ","(module, 1), (output, 2), (input, 2), (assign, 1), (endmodule, 1)",Prog_9
Doc_112,"(LL_27, 1), (LL_49, 1), (LL_24, 1), (LL_16, 2), (LL_18, 1), (LL_1, 1), (LL_43, 1), (LL_10, 1)","(LW_5, 2), (LW_7, 1), (LW_4, 1), (LW_2, 2), (LW_0, 1), (LW_8, 1), (LW_1, 1)",9,"(IS_2, 1), (IS_6, 1), (IS_1, 2), (IS_0, 3), (IS_3, 1), (IT_0, 4), (IT_1, 2), (IT_2, 2)","(IN_0, 3), (IN_1, 5)",24,3,"(sum_diff, 3)","(sum_diff, 3), (carry, 3), (A, 4), (B, 4), (select, 3), (3, 2), (0, 2), ","(module, 1), (output, 2), (input, 2), (assign, 1), (endmodule, 1)",Prog_9
Doc_113,"(LL_27, 1), (LL_49, 1), (LL_24, 1), (LL_16, 2), (LL_18, 1), (LL_1, 1), (LL_43, 1), (LL_10, 1)","(LW_5, 2), (LW_7, 1), (LW_4, 1), (LW_2, 2), (LW_0, 1), (LW_8, 1), (LW_1, 1)",9,"(IS_2, 1), (IS_6, 1), (IS_1, 2), (IS_0, 3), (IS_3, 1), (IT_0, 4), (IT_1, 2), (IT_2, 2)","(IN_0, 3), (IN_1, 5)",24,3,"(sum_diff, 3)","(sum_diff, 3), (carry, 3), (A, 4), (B, 4), (select, 3), (3, 2), (0, 2), ","(module, 1), (output, 2), (input, 2), (assign, 1), (endmodule, 1)",Prog_9
Doc_114,"(LL_26, 1), (LL_25, 1), (LL_21, 2), (LL_18, 5), (LL_14, 5), (LL_17, 2), (LL_15, 1), (LL_10, 1)","(LW_5, 4), (LW_6, 7), (LW_4, 6), (LW_1, 1)",18,"(IS_2, 1), (IS_6, 1), (IS_1, 2), (IS_0, 3), (IS_3, 1), (IT_0, 4), (IT_1, 2), (IT_2, 2)","(IN_0, 4), (IN_1, 14)",41,0,0,"(A, 9), (B, 9), (Y, 15), (reg, 1), (5, 3), (0, 10), (3, 3), (1, 8), (2, 2), (4, 2)","(module, 1), (output, 1), (input, 1), (always, 1), (or, 2), (if, 6), else, 6), (endmodule, 1)",Prog_9
Doc_115,"(LL_26, 1), (LL_25, 1), (LL_21, 2), (LL_18, 5), (LL_6, 1), (LL_14, 5), (LL_17, 2), (LL_15, 1), (LL_4, 1), (LL_10, 1)","(LW_5, 4), (LW_6, 7), (LW_1, 3), (LW_4, 6)",20,"(IS_2, 1), (IS_3, 1), (IS_0, 3), (IS_4, 1), (IS_1, 12), (IT_0, 15), (IT_3, 1), (IT_2, 1), (IT_1, 1)","(IN_0, 6), (IN_1, 14)",41,0,0,"(A, 9), (B, 9), (Y, 15), (reg, 1), (5, 3), (0, 10), (3, 3), (1, 8), (2, 2), (4, 2)","(module, 1), (output, 1), (input, 1), (always, 1), (or, 2), (begin, 1), (if, 6), else, 6), (end, 1), (endmodule, 1)",Prog_9
Doc_116,"(LL_31, 1), (LL_61, 1), (LL_28, 1), (LL_18, 2), (LL_21, 1), (LL_23, 1), (LL_2, 1), (LL_20, 1), (LL_1, 1), (LL_33, 1), (LL_7, 2), (LL_41, 1), (LL_17, 2), (LL_8, 2), (LL_27, 1), (LL_25, 2), (LL_6, 2), (LL_5, 1), (LL_11, 1)","(LW_5, 3), (LW_7, 1), (LW_2, 4), (LW_0, 2), (LW_4, 5), (LW_1, 8), (LW_3, 2)",25,"(IS_2, 1), (IS_3, 1), (IS_0, 5), (IS_4, 1), (IS_1, 12), (IT_0, 17), (IT_3, 1), (IT_2, 1), (IT_1, 1)","(IN_0, 3), (IN_1, 8), (IN_2, 7), (IN_3, 5)",76,16,"(BCD_Adder, 1), (Carry_out, 4), (Carry_in, 4), (Sum_temp, 7)","(BCD_Adder, 1), (Sum, 4), (Carry_out, 4), (Addend, 4), (Augend, 4), (Carry_in, 4), (3, 4), (0, 6), (reg, 2), (4, 1), (Sum_temp, 7), (9, 1), (6, 1), (1, 1)","(module, 1), (input, 2), (output, 2), (always, 1), (begin, 3), (if, 1), (end, 3), (else, 1), (endmodule, 1)",Prog_9
Doc_117,"(LL_31, 1), (LL_61, 1), (LL_28, 1), (LL_18, 2), (LL_23, 2), (LL_2, 1), (LL_20, 1), (LL_1, 1), (LL_33, 1), (LL_7, 2), (LL_41, 1), (LL_17, 2), (LL_8, 2), (LL_27, 1), (LL_25, 2), (LL_6, 2), (LL_5, 1), (LL_10, 1)","(LW_5, 3), (LW_7, 1), (LW_2, 3), (LW_3, 3), (LW_0, 2), (LW_4, 5), (LW_1, 8)",25,"(IS_2, 3), (IS_3, 1), (IS_0, 5), (IS_4, 1), (IS_1, 12), (IT_0, 17), (IT_3, 1), (IT_2, 1), (IT_1, 1)","(IN_0, 3), (IN_1, 8), (IN_2, 7), (IN_3, 5)",74,16,"(BCD_Adder, 1), (Carry_out, 4), (Carry_in, 4), (Sum_temp, 7)","(BCD_Adder, 1), (Sum, 4), (Carry_out, 4), (Addend, 4), (Augend, 4), (Carry_in, 4), (3, 4), (0, 6), (reg, 2), (4, 1), (Sum_temp, 7), (9, 1), (6, 1), (1, 1)","(module, 1), (input, 2), (output, 2), (always, 1), (begin, 3), (if, 1), (end, 3), (else, 1), (endmodule, 1)",Prog_9
Doc_118,"(LL_28, 1), (LL_33, 1), (LL_14, 1), (LL_16, 2), (LL_34, 1), (LL_1, 3), (LL_22, 1), (LL_19, 3), (LL_24, 1), (LL_21, 1), (LL_20, 1), (LL_10, 1)","(LW_5, 6), (LW_7, 1), (LW_3, 1), (LW_4, 2), (LW_8, 1), (LW_0, 3), (LW_6, 3), (LW_1, 1)",18,"(IS_2, 3), (IS_5, 3), (IS_3, 5), (IS_7, 1), (IS_4, 2), (IS_0, 1)","(IN_0, 3), (IN_1, 12)",63,2,"(Circuit_1, 2)","(A, 6), (B, 6), (C, 6), (D, 2), (E, 3), (t1, 4), (t2, 4), (t3, 4), (t4, 2), (t5, 2), (t6, 2), (t7, 3), (G1, 1), (G2, 1), (G3, 1), (G4, 1), (G5, 1), (G6, 1), (F, 2), (G7, 1), (G8, 1), (G9, 1)","(module, 1), (output, 1), (input, 1), (wire, 1), (and, 5), (or, 3), (not, 1), (endmodule, 1)",Prog_10
Doc_119,"(LL_28, 1), (LL_35, 1), (LL_14, 1), (LL_16, 1), (LL_34, 1), (LL_3, 1), (LL_22, 2), (LL_19, 3), (LL_25, 1), (LL_17, 1), (LL_21, 2), (LL_10, 1)","(LW_5, 6), (LW_7, 1), (LW_3, 1), (LW_4, 2), (LW_8, 1), (LW_0, 1), (LW_6, 3), (LW_1, 1)",16,"(IS_2, 3), (IS_5, 3), (IS_3, 5), (IS_7, 1), (IS_4, 2), (IS_0, 1)","(IN_0, 3), (IN_1, 12)",65,2,"(Circuit_1, 2)","(A, 6), (B, 6), (C, 6), (F1, 2), (F2, 3), (D, 1), (E, 1), (t1, 4), (t2, 4), (t3, 4), (t4, 2), (t5, 2), (t6, 2), (t7, 3), (G1, 1), (G2, 1), (G3, 1), (G4, 1), (G5, 1), (G6, 1), (G7, 1), (G8, 1), (G9, 1)","(module, 1), (output, 1), (input, 1), (wire, 1), (and, 5), (or, 3), (not, 1), (endmodule, 1)",Prog_10
Doc_120,"(LL_28, 1), (LL_35, 1), (LL_14, 1), (LL_16, 1), (LL_34, 1), (LL_3, 1), (LL_22, 2), (LL_19, 3), (LL_25, 1), (LL_17, 1), (LL_21, 2), (LL_10, 1)","(LW_5, 6), (LW_7, 1), (LW_3, 1), (LW_4, 2), (LW_8, 1), (LW_0, 1), (LW_6, 3), (LW_1, 1)",16,"(IS_2, 3), (IS_5, 3), (IS_3, 5), (IS_7, 1), (IS_4, 2), (IS_0, 1)","(IN_0, 3), (IN_1, 12)",65,2,"(Circuit_1, 2)","(A, 6), (B, 6), (C, 6), (F1, 2), (F2, 3), (D, 1), (E, 1), (t1, 4), (t2, 4), (t3, 4), (t4, 2), (t5, 2), (t6, 2), (t7, 3), (G1, 1), (G2, 1), (G3, 1), (G4, 1), (G5, 1), (G6, 1), (G7, 1), (G8, 1), (G9, 1)","(module, 1), (output, 1), (input, 1), (wire, 1), (and, 5), (or, 3), (not, 1), (endmodule, 1)",Prog_10
Doc_121,"(LL_28, 1), (LL_35, 1), (LL_16, 2), (LL_34, 1), (LL_3, 1), (LL_22, 2), (LL_19, 3), (LL_25, 1), (LL_17, 1), (LL_21, 2), (LL_10, 1)","(LW_5, 6), (LW_7, 1), (LW_3, 1), (LW_4, 2), (LW_8, 1), (LW_0, 1), (LW_6, 3), (LW_1, 1)",16,"(IS_2, 3), (IS_5, 3), (IS_3, 5), (IS_7, 1), (IS_4, 2), (IS_0, 1)","(IN_0, 3), (IN_1, 12)",65,2,"(Circuit_1, 2)","(A, 6), (B, 6), (C, 6), (F1, 3), (F2, 4), (t1, 4), (t2, 4), (t3, 4), (t4, 2), (t5, 2), (t6, 2), (t7, 3), (G1, 1), (G2, 1), (G3, 1), (G4, 1), (G5, 1), (G6, 1), (G7, 1), (G8, 1), (G9, 1)","(module, 1), (output, 1), (input, 1), (wire, 1), (and, 5), (or, 3), (not, 1), (endmodule, 1)",Prog_10
Doc_122,"(LL_28, 1), (LL_35, 1), (LL_17, 2), (LL_35, 1), (LL_3, 1), (LL_23, 2), (LL_20, 3), (LL_26, 1), (LL_18, 1), (LL_22, 2), (LL_10, 1)","(LW_5, 6), (LW_7, 1), (LW_3, 1), (LW_4, 2), (LW_8, 1), (LW_0, 1), (LW_6, 3), (LW_1, 1)",16,"(IS_2, 3), (IS_5, 3), (IS_3, 5), (IS_7, 1), (IS_4, 2), (IS_0, 1)","(IN_0, 3), (IN_2, 12)",65,2,"(Circuit_1, 2)","(A, 6), (B, 6), (C, 6), (F1, 3), (F2, 4), (t1, 4), (t2, 4), (t3, 4), (t4, 2), (t5, 2), (t6, 2), (t7, 3), (G1, 1), (G2, 1), (G3, 1), (G4, 1), (G5, 1), (G6, 1), (G7, 1), (G8, 1), (G9, 1)","(module, 1), (output, 1), (input, 1), (wire, 1), (and, 5), (or, 3), (not, 1), (endmodule, 1)",Prog_10
Doc_123,"(LL_28, 1), (LL_35, 1), (LL_17, 2), (LL_35, 1), (LL_3, 1), (LL_24, 2), (LL_21, 3), (LL_27, 1), (LL_19, 1), (LL_23, 2), (LL_10, 1)","(LW_5, 6), (LW_7, 1), (LW_3, 1), (LW_4, 2), (LW_8, 1), (LW_0, 1), (LW_6, 3), (LW_1, 1)",16,"(IS_2, 2), (IS_5, 3), (IS_3, 2), (IS_7, 1), (IS_6, 2), (IS_4, 4), (IS_0, 1)","(IN_0, 3), (IN_2, 12)",74,2,"(Circuit_1, 2)","(A, 6), (B, 6), (C, 6), (F1, 3), (F2, 4), (t1, 3), (t2, 3), (t3, 3), (t4, 3), (t5, 3), (t6, 3), (t7, 3), (G1, 1), (G2, 1), (G3, 1), (G4, 1), (G5, 1), (G6, 1), (G7, 1), (G8, 1), (G9, 1)","(module, 1), (output, 1), (input, 1), (wire, 1), (and, 5), (or, 3), (not, 1), (endmodule, 1)",Prog_10
Doc_124,"(LL_28, 1), (LL_52, 1), (LL_29, 1), (LL_20, 1), (LL_2, 1), (LL_41, 1), (LL_49, 1), (LL_43, 1), (LL_10, 1)","(LW_5, 2), (LW_9, 2), (LW_4, 1), (LW_0, 1), (LW_7, 1), (LW_8, 1), (LW_1, 1)",9,"(IS_2, 1), (IS_8, 1), (IS_3, 4), (IS_5, 1), (IS_0, 1)","(IN_0, 3), (IN_1, 5)",33,11,"(Circuit_2, 2), (Out_1, 3), (Out_2, 3), (Out_3, 3)","(Out_1, 3), (Out_2, 3), (Out_3, 3), (A, 4), (B, 6), (C, 9), (D, 7)","(module, 1), (output, 1), (input, 1), (assign, 3), (endmodule, 1)",Prog_10
Doc_125,"(LL_28, 1), (LL_52, 1), (LL_29, 1), (LL_20, 1), (LL_2, 1), (LL_41, 1), (LL_62, 1), (LL_43, 1), (LL_10, 1)","(LW_5, 2), (LW_9, 1), (LW_4, 1), (LW_0, 1), (LW_7, 1), (LW_11, 1), (LW_8, 1), (LW_1, 1)",9,"(IS_2, 1), (IS_8, 1), (IS_3, 4), (IS_5, 1), (IS_0, 1)","(IN_0, 3), (IN_1, 5)",33,11,"(Circuit_2, 2), (Out_1, 3), (Out_2, 3), (Out_3, 3)","(Out_1, 3), (Out_2, 3), (Out_3, 3), (A, 5), (B, 7), (C, 9), (D, 7)","(module, 1), (output, 1), (input, 1), (assign, 3), (endmodule, 1)",Prog_10
Doc_126,"(LL_28, 1), (LL_52, 1), (LL_29, 1), (LL_20, 1), (LL_2, 1), (LL_41, 1), (LL_62, 1), (LL_43, 1), (LL_10, 1)","(LW_5, 2), (LW_9, 1), (LW_4, 1), (LW_0, 1), (LW_7, 1), (LW_11, 1), (LW_8, 1), (LW_1, 1)",9,"(IS_2, 1), (IS_8, 1), (IS_3, 4), (IS_5, 1), (IS_0, 1)","(IN_0, 3), (IN_1, 5)",33,11,"(Circuit_2, 2), (Out_1, 3), (Out_2, 3), (Out_3, 3)","(Out_1, 3), (Out_2, 3), (Out_3, 3), (A, 5), (B, 7), (C, 9), (D, 7)","(module, 1), (output, 1), (input, 1), (assign, 3), (endmodule, 1)",Prog_10
Doc_127,"(LL_33, 1), (LL_42, 1), (LL_11, 1), (LL_19, 1), (LL_47, 1), (LL_7, 1), (LL_48, 1), (LL_28, 16), (LL_10, 1), (LL_13, 1)","(LW_5, 18), (LW_7, 3), (LW_2, 1), (LW_1, 3)",25,"(IS_2, 1), (IS_6, 2), (IS_1, 1), (IS_4, 1), (IS_0, 3), (IS_25, 1), (IS_15, 16)","(IN_0, 5), (IN_1, 4), (IN_5, 16)",368,4,"(UDP_Majority_4, 2)","(Out_1, 3), (Out_2, 3), (Out_3, 3), (A, 5), (B, 7), (C, 9), (D, 7)","(module, 1), (output, 1), (input, 1), (assign, 3), (endmodule, 1)",Prog_10
Doc_128,"(LL_27, 1), (LL_18, 1), (LL_28, 1), (LL_25, 2), (LL_24, 1), (LL_25, 1), (LL_3, 1), (LL_42, 1), (LL_10, 1)","(LW_5, 2), (LW_2, 2), (LW_4, 2), (LW_0, 1), (LW_6, 1), (LW_1, 1)",9,"(IS_2, 2), (IS_6, 1), (IS_11, 1), (IS_8, 1), (IS_7, 2), (IS_0, 2)","(IN_0, 4), (IN_1, 5)",48,2,"(sum_diff, 2)","(Z, 3), (A, 3), (B, 3), (C, 3), (D, 3), (0, 43), (1, 37) ","(primitive, 1), (output, 1), (input, 2), (table, 1), (endtable, 1), (endprimitive, 1)",Prog_10
Doc_129,"(LL_27, 1), (LL_18, 1), (LL_28, 1), (LL_25, 2), (LL_24, 1), (LL_25, 1), (LL_3, 1), (LL_34, 1), (LL_10, 1)","(LW_5, 3), (LW_2, 2), (LW_4, 2), (LW_0, 1), (LW_1, 1)",9,"(IS_2, 2), (IS_6, 1), (IS_11, 1), (IS_8, 1), (IS_7, 1), (IS_5, 1), (IS_0, 2)","(IN_0, 4), (IN_1, 5)",46,2,"(sum_diff, 2)","(4, 2), (0, 3), (sum_diff, 2), (Carry, 3), (A, 2), (B, 2), (1, 1), (select, 1)","(module, 1), (output, 2), (input, 2), (assign, 1), (endmodule, 1)",Prog_10
Doc_130,"(LL_27, 1), (LL_18, 1), (LL_28, 1), (LL_25, 2), (LL_24, 1), (LL_25, 1), (LL_3, 1), (LL_43, 1), (LL_10, 1)","(LW_5, 2), (LW_2, 2), (LW_4, 2), (LW_0, 1), (LW_6, 1), (LW_1, 1)",9,"(IS_2, 2), (IS_6, 1), (IS_11, 1), (IS_8, 1), (IS_7, 2), (IS_0, 2)","(IN_0, 4), (IN_1, 5)",48,2,"(sum_diff, 2)","(4, 2), (0, 3), (sum_diff, 2), (Carry, 2), (A, 2), (B, 2), (1, 1), (select, 1)","(module, 1), (output, 2), (input, 2), (assign, 1), (endmodule, 1)",Prog_10
Doc_131,"(LL_27, 1), (LL_49, 1), (LL_24, 1), (LL_21, 1), (LL_19, 1), (LL_22, 1), (LL_47, 1), (LL_10, 1)","(LW_5, 2), (LW_7, 1), (LW_4, 1), (LW_2, 2), (LW_8, 1), (LW_1, 1)",8,"(IS_2, 2), (IS_6, 1), (IS_7, 2), (IS_3, 1), (IS_8, 1), (IS_0, 1)","(IN_0, 3), (IN_1, 5)",40,3,"(sum_diff, 3)","(4, 2), (0, 3), (sum_diff, 2), (Carry, 2), (A, 2), (B, 2), (1, 1), (select, 2)","(module, 1), (output, 2), (input, 2), (assign, 1), (endmodule, 1)",Prog_10
Doc_132,"(LL_28, 1), (LL_18, 1), (LL_24, 1), (LL_21, 1), (LL_19, 1), (LL_22, 1), (LL_3, 1), (LL_47, 1), (LL_10, 1)","(LW_5, 2), (LW_2, 3), (LW_4, 1), (LW_0, 1), (LW_8, 1), (LW_1, 1)",9,"(IS_2, 3), (IS_7, 2), (IS_3, 1), (IS_8, 1), (IS_0, 2)","(IN_0, 4), (IN_1, 5)",36,3,"(Circuit_1, 1), (sum_diff, 2)","(sum_diff, 3), (carry, 3), (A, 4), (B, 4), (select, 3), (3, 2), (0, 2)","(module, 1), (select, 3), (output, 2), (input, 2), (assign, 1), (endmodule, 1)",Prog_10
Doc_133,"(LL_28, 1), (LL_37, 1), (LL_16, 2), (LL_15, 2), (LL_27, 1), (LL_1, 4), (LL_20, 1), (LL_18, 4), (LL_17, 1), (LL_21, 1), (LL_10, 1)","(LW_5, 6), (LW_7, 1), (LW_3, 1), (LW_4, 2), (LW_8, 1), (LW_0, 4), (LW_6, 3), (LW_1, 1)",19,"(IS_2, 1), (IS_1, 4), (IS_0, 10), (IT_0, 2), (IT_2, 12), (IT_3, 1)","(IN_0, 15)",33,1,"(Circuit_1, 1)","(SimpleCircuit, 1), (A, 6), (B, 6), (C, 6), (F1, 3), (F2, 4), (T1, 3), (T2, 3), (T3, 3), (w1, 3), (w2, 3), (w3, 3), (z, 3), (G1, 1), (G2, 1), (B1, 1), (B2, 1), (B3, 1), (R1, 1), (N1, 1), (G3, 1), (R2, 1)","(module, 1), (output, 1), (input, 1), (wire, 1), (and, 5), (or, 3), (not, 1), (endmodule, 1)",Prog_11
Doc_134,"(LL_28, 1), (LL_33, 1), (LL_1, 21), (LL_16, 2), (LL_15, 2), (LL_27, 1), (LL_20, 1), (LL_18, 4), (LL_17, 1), (LL_21, 1), (LL_10, 1)","(LW_5, 6), (LW_7, 1), (LW_0, 20), (LW_3, 1), (LW_4, 2), (LW_8, 1), (LW_6, 3), (LW_1, 1)",36,"(IS_2, 1), (IS_1, 4), (IS_0, 10), (IT_0, 2), (IT_2, 12), (IT_3, 1)","(IN_0, 15)",33,2,"(Circuit_1, 2)","(A, 6), (B, 6), (C, 6), (F1, 3), (F2, 4), (T1, 3), (T2, 3), (T3, 3), (w1, 3), (w2, 3), (w3, 3), (z, 3), (G1, 1), (G2, 1), (B1, 1), (B2, 1), (B3, 1), (R1, 1), (N1, 1), (G3, 1), (R2, 1)","(module, 1), (output, 1), (input, 1), (wire, 1), (and, 5), (or, 3), (not, 1), (endmodule, 1)",Prog_11
Doc_135,"(LL_28, 1), (LL_33, 1), (LL_1, 21), (LL_16, 2), (LL_15, 2), (LL_27, 1), (LL_20, 1), (LL_18, 3), (LL_17, 2), (LL_21, 1), (LL_10, 1)","(LW_5, 6), (LW_7, 1), (LW_0, 20), (LW_3, 1), (LW_4, 2), (LW_8, 1), (LW_6, 3), (LW_1, 1)",36,"(IS_2, 1), (IS_1, 4), (IS_0, 10), (IT_0, 2), (IT_2, 11), (IT_3, 1), (IT_1, 1)","(IN_0, 15)",32,2,"(Circuit_1, 2)","(A, 6), (B, 6), (C, 6), (F1, 3), (F2, 4), (T1, 3), (T2, 3), (T3, 3), (w1, 3), (w2, 3), (w3, 3), (z, 3), (G1, 1), (G2, 1), (G3, 1), (G4, 1), (G5, 1), (G6, 1), (G7, 1), (G8, 1), (G9, 1)","(module, 1), (output, 1), (input, 1), (wire, 1), (and, 5), (or, 3), (not, 1), (endmodule, 1)",Prog_11
